index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
1242	Kishido Spirit	0	0	0	Spell	Spell	Spell	Continuous	Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.	
1354	Knight's Title	0	0	0	Spell	Spell	Spell	None	Activate this card by offering 1 face-up @5"Dark Magician"@7 on your side of the field as a Tribute. Special Summon 1 @5"Dark Magician Knight"@7 from your hand, Deck or Graveyard.	
1284	Koitsu	200	100	10	Fairy	WATER	Union	None	Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your @5"Aitsu"@7 as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 3000 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)	
73	Kojikocy	1500	1200	4	Warrior	EARTH	None	None	A man-hunter with powerful arms that can crush boulders.	
408	Korogashi	550	400	2	Insect	EARTH	None	None	This monster rolls a massive hunk of manure to crush its opponent.	
744	Kotodama	0	1600	3	Fairy	EARTH	Effect	None	As long as this card remains face-up on the field, more than 1 monster with the same name cannot exist face-up on the field. If a monster with the same name as a face-up monster on the field is Normal Summoned, Flip Summoned, Special Summoned or flipped face-up later, it is destroyed. (If monsters with the same name are Summoned or flipped face-up at the same time, they are all destroyed.)	
33	Koumori Dragon	1500	1200	4	Dragon	DARK	None	None	A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.	
1566	Kozaky	400	400	1	Fiend	DARK	None	None	A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.	
1863	Kozaky's Self-Destruct Button	0	0	0	Trap	Trap	Trap	None	Inflict 1000 points of damage to the Life Points of the player who destroyed this Set card.	
82	Krokodilus	1100	1200	4	Reptile	WATER	None	None	A vicious crocodile with great intelligence.	
815	Kryuel	1000	1700	4	Fiend	DARK	Effect	None	When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.	
209	Kumootoko	700	1400	3	Insect	EARTH	None	None	A massive, intelligent spider that traps enemies with webbing.	
533	Kunai with Chain	0	0	0	Trap	Trap	Trap	None	You can shift an opponent's monster in Attack Position to Defense Position. In addition, you can increase the ATK of 1 of your own monsters by 500 points.	
534	Kunai with Chain	0	0	0	Trap	Trap	Trap	None	You can shift an opponent's monster in Attack Position to Defense Position. In addition, you can increase the ATK of 1 of your own monsters by 500 points.	
282	Kurama	800	800	3	Winged Beast	WIND	None	None	A vicious bird that attacks from the skies with its whip-like tail.	
62	Kuriboh	300	200	1	Fiend	DARK	Effect	None	Discard this card from your hand. Make the Battle Damage inflicted to your Life Points by 1 of your opponent's monsters 0. You can only use this effect during your opponent's Battle Phase.	
63	Kuriboh	300	200	1	Fiend	DARK	Effect	None	Discard this card from your hand. Make the Battle Damage inflicted to your Life Points by 1 of your opponent's monsters 0. You can only use this effect during your opponent's Battle Phase.	
64	Kuriboh	300	200	1	Fiend	DARK	Effect	None	Discard this card from your hand. Make the Battle Damage inflicted to your Life Points by 1 of your opponent's monsters 0. You can only use this effect during your opponent's Battle Phase.	
2082	Kuriboh Token	300	200	1	Fiend	DARK	Token	None	Special Summon with the effect of @5"Multiply"@7. This Token cannot be used as a Tribute for a Tribute Summon.	
335	La Jinn the Mystical Genie of the Lamp	1800	1000	4	Fiend	DARK	None	None	A genie of the lamp that's at the beck and call of its master.	
336	La Jinn the Mystical Genie of the Lamp	1800	1000	4	Fiend	DARK	None	None	A genie of the lamp that's at the beck and call of its master.	
1610	Labyrinth of Nightmare	0	0	0	Trap	Trap	Trap	Continuous	During the End Phase of each turn, change the battle positions of all face-up monsters on the turn player's side of the field.	
328	Labyrinth Tank	2400	2400	7	Machine	DARK	Fusion	None	@5"Giga-Tech Wolf"@7 + @5"Cannon Soldier"@7	
324	Labyrinth Wall	0	3000	5	Rock	EARTH	None	None	These walls form a labyrinth no exit for enemies.	
1535	Lady Ninja Yae	1100	200	3	Warrior	WIND	Effect	None	By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on your opponent's side of the field to the owner's hand.	
507	Lady of Faith	1100	800	3	Spellcaster	LIGHT	None	None	Soothes the souls of others by chanting a mysterious spell.	
182	LaLa Li-oon	600	600	2	Thunder	WIND	None	None	An electric cloud creature, its acid rain makes it very dangerous.	
2092	Lamb Token	0	0	1	Beast	EARTH	Token	None	Special Summon with the effect of @5"Stray Lambs"@7.	
60	Larvae Moth	500	400	2	Insect	EARTH	Effect	None	This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by offering @5"Petit Moth"@7 as a Tribute on the 2nd of your turns after @5"Petit Moth"@7 has been equipped with @5"Cocoon of Evolution"@7.	
150	Larvas	800	1000	3	Beast	EARTH	None	None	A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.	
1093	Last Turn	0	0	0	Trap	Trap	Trap	None	This card can only be activated during your opponent's turn when your Life Points are 1000 or less. Select 1 monster on your side of the field and send all other cards on the field and in their respective owners' hands to their respective Graveyards. Your opponent then Special Summons 1 monster from his/her Deck in face-up Attack Position and attack your selected monster. (Any Battle Damage from this battle is treated as 0.) The player whose monster remains alone on the field at the End Phase of this turn wins the Duel. Any other case results in a DRAW.	
703	Last Will	0	0	0	Spell	Spell	Spell	None	You can only use this card's effect once, and only during this turn. When a monster on your side of the field is sent to your Graveyard, you can Special Summon 1 monster with an ATK of 1500 points or less from your Deck. Then shuffle your Deck.	
424	Laughing Flower	900	500	2	Plant	EARTH	None	None	A flower whose laugh can confuse the minds of enemies.	
347	Launcher Spider	2200	2500	7	Machine	FIRE	None	None	A mechanical spider with rocket launchers capable of random fire.	
348	Launcher Spider	2200	2500	7	Machine	FIRE	None	None	A mechanical spider with rocket launchers capable of random fire.	
1152	Lava Golem	3000	2500	8	Fiend	FIRE	Effect	None	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing 2 monsters on your opponent's side of the field, and is Special Summoned to your opponent's side of the field. This card inflicts 1000 points of damage to the Life Points of this card's controller during each of his/her Standby Phases. If you Special Summon this monster, you cannot Normal Summon or Set a monster during the same turn.	
20	Left Arm of the Forbidden One	200	300	1	Spellcaster	DARK	None	None	A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.	
18	Left Leg of the Forbidden One	200	300	1	Spellcaster	DARK	None	None	A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.	
1856	Legendary Black Belt	0	0	0	Spell	Spell	Spell	Equip	You can only equip this card to @5"Chu-Ske the Mouse Fighter"@7, @5"Monk Fighter"@7, or @5"Master Monk"@7. When the equipped monster destroys your opponent's monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the DEF of the destroyed monster.	
1136	Legendary Fiend	1500	1800	6	Fiend	DARK	Effect	None	During each Standby Phase on your turn, this card's ATK is raised by 700 points.	
1377	Legendary Flame Lord	2400	2000	7	Spellcaster	FIRE	Ritual/Effect	None	This card can only be Ritual Summoned with the Ritual Spell Card, @5"Incandescent Ordeal"@7. You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.	
1524	Legendary Jujitsu Master	1300	1800	3	Rock	EARTH	Effect	None	A monster that battles with this Defense Position card is returned to the top of the owner's Deck at the end of the Damage Step.	
1212	Lekunga	1700	500	4	Plant	WATER	Effect	None	By removing from play 2 WATER monsters in your Graveyard, Special Summon 1 @5"Lekunga Token"@7 (Plant-Type/WATER/Level 2/ATK 700/DEF 700) in Attack Position on your side of the field.	
2088	Lekunga Token	700	700	2	Plant	WATER	Token	None	Special Summon with the effect of @5"Lekunga"@7.	
465	Lesser Dragon	1200	1000	4	Dragon	WIND	None	None	A minor dragon incapable of breathing fire.	
1003	Lesser Fiend	2100	1000	5	Fiend	DARK	Effect	None	As long as this monster remains face-up on the field, monsters destroyed by this monster as a result of battle are removed from play instead of being sent to the Graveyard.	
1865	Level Conversion Lab	0	0	0	Trap	Trap	Trap	None	Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result is 1, send the selected monster to the Graveyard. If the result is 2-6, the Level of the selected monster becomes equal to the result until the End Phase of this turn.	
1992	Level Limit - Area A	0	0	0	Trap	Trap	Trap	Continuous	All face-up Level 3 or lower monsters on the field are changed to Attack Position and remain in Attack Position while this card is active.	
1941	Level Modulation	0	0	0	Spell	Spell	Spell	None	Your opponent draws 2 cards. Special Summon 1 monster from your Graveyard that includes @5"LV"@7 in its card name, ignoring the Summoning conditions. The monster that was Special Summoned by this effect cannot attack, nor activate or apply its effect this turn.	
1666	Level Up!	0	0	0	Spell	Spell	Spell	None	Send 1 face-up monster on your side of the field that has @5"LV"@7 in its card name to the Graveyard to activate this card. Special Summon the monster that is written in the card text of that monster from your hand or Deck, ignoring the Summoning conditions.	
1471	Levia-Dragon - Daedalus	2600	1500	7	Sea Serpent	WATER	Effect	None	Send @5"Umi"@7 on your side of the field to the Graveyard to destroy all cards on the field except this card.	
1011	Life Absorbing Machine	0	0	0	Trap	Trap	Trap	Continuous	As long as this card remains face-up on the field, increase your Life Points by an amount equal to half of the total Life Points you have paid in your very last turn.	
765	Light of Intervention	0	0	0	Trap	Trap	Trap	Continuous	Monster Cards cannot be Set face-down. Monsters Set in Defense Position are Normal Summoned in face-up Defense Position.	
1549	Light of Judgment	0	0	0	Trap	Trap	Trap	None	Activate this card by discarding 1 LIGHT Monster Card from your hand to the Graveyard while @5"The Sanctuary in the Sky"@7 is on the field. Select 1 card on the field controlled by your opponent or 1 card in your opponent's hand (you can look at your opponent's hand), and send it to the Graveyard.	
1739	Lighten the Load	0	0	0	Spell	Spell	Spell	Continuous	Add 1 Level 7 or higher monster from your hand to your Deck and shuffle it, then draw 1 card. You can only use this effect once per turn.	
650	Lightforce Sword	0	0	0	Trap	Trap	Trap	None	Select 1 card randomly from your opponent's hand and remove it from play face-down. Keep the card out of play for 3 of your opponent's turns. During your opponent's Standby Phase of the 4th turn, the card is returned to his/her hand.	
